Datetime,mem
46:44.8,1847
47:14.9,1847
47:44.8,1847
48:14.9,1847
48:44.9,1846
49:14.9,1847
49:44.9,1846
50:14.9,1846
50:44.9,1846
51:14.9,1846
51:44.9,1846
52:14.9,1847
52:44.9,1847
53:14.9,1847
53:44.9,1847
54:14.9,1846
54:44.9,1846
55:14.9,1846
55:44.9,1847
56:14.9,1846
56:44.9,1846
57:14.9,1847
57:44.9,1847
58:14.9,1847
58:44.9,1846
59:14.9,1845
59:44.9,1846
00:14.9,1846
00:44.9,1846
01:14.9,1845
01:44.9,1845
02:14.9,1845
02:44.9,1845
03:14.9,1844
03:44.9,1844
04:14.9,1844
04:44.9,1844
05:14.9,1844
05:44.9,1844
06:14.9,1844
06:44.9,1844
07:14.9,1845
07:44.9,1845
08:14.9,1845
08:44.9,1844
09:14.9,1845
09:44.9,1844
10:14.9,1844
10:44.9,1844
11:14.9,1845
11:44.9,1844
12:14.9,1844
12:44.9,1844
13:14.9,1843
13:44.9,1843
14:14.9,1842
14:44.9,1844
15:14.9,1843
15:44.9,1844
16:14.9,1843
16:44.9,1844
17:14.9,1844
17:44.9,1844
18:14.9,1843
18:44.9,1843
19:14.9,1843
19:44.9,1843
20:14.9,1842
20:44.9,1842
21:14.9,1842
21:44.9,1842
22:14.9,1842
22:44.9,1841
23:14.9,1841
23:44.9,1841
24:14.9,1841
24:44.9,1842
25:14.9,1841
25:44.9,1841
26:14.9,1840
26:44.9,1840
27:14.9,1841
27:44.9,1841
28:14.9,1841
28:44.9,1841
29:14.9,1841
29:44.9,1841
30:14.9,1841
30:44.9,1841
31:14.9,1841
31:44.9,1842
32:14.9,1841
32:44.9,1841
33:14.9,1840
33:44.9,1840
34:14.9,1837
34:44.9,1840
35:14.9,1837
35:44.9,1839
36:14.9,1837
36:44.9,1839
37:14.9,1837
37:44.9,1838
38:14.9,1836
38:44.9,1837
39:14.9,1834
39:45.0,1840
40:14.9,1841
40:44.9,1840
41:14.9,1840
41:44.9,1840
42:14.9,1840
42:44.9,1838
43:14.9,1840
43:44.9,1840
44:14.9,1839
44:44.9,1839
45:14.9,1839
45:44.9,1839
46:14.9,1839
46:44.9,1839
47:14.9,1839
47:44.9,1839
48:14.9,1839
48:44.9,1839
49:14.9,1838
49:44.9,1838
50:14.9,1837
50:44.9,1838
51:14.9,1837
51:44.9,1838
52:14.9,1837
52:44.9,1837
53:14.9,1837
53:44.9,1837
54:14.9,1837
54:45.0,1837
55:14.9,1837
55:45.0,1837
56:14.9,1837
56:44.9,1837
57:14.9,1837
57:45.0,1837
58:14.9,1837
58:45.0,1837
59:14.9,1837
59:45.0,1837
00:14.9,1837
00:45.0,1837
01:14.9,1837
01:45.0,1837
02:14.9,1837
02:45.0,1837
03:14.9,1836
03:45.0,1837
04:14.9,1836
04:45.0,1836
05:15.0,1836
05:45.0,1836
06:15.0,1836
06:45.0,1835
07:15.0,1836
07:45.0,1835
08:15.0,1834
08:45.0,1835
09:15.0,1835
09:45.0,1834
10:15.0,1835
10:45.0,1835
11:15.0,1834
11:45.0,1832
12:15.0,1834
12:45.0,1834
13:15.0,1834
13:45.0,1834
14:15.0,1834
14:45.0,1835
15:15.0,1835
15:45.0,1834
16:15.0,1835
16:45.0,1834
17:15.0,1834
17:45.0,1834
18:15.0,1833
18:45.0,1835
19:15.0,1834
19:45.0,1834
20:15.0,1834
20:45.0,1834
21:15.0,1834
21:45.0,1833
22:15.0,1833
22:45.0,1834
23:15.0,1833
23:45.0,1833
24:15.0,1833
24:45.0,1833
25:15.0,1833
25:45.0,1832
26:15.0,1832
26:45.0,1832
27:15.0,1833
27:45.0,1832
28:15.0,1832
28:45.0,1833
29:15.0,1833
29:45.0,1832
30:15.0,1832
30:45.0,1832
31:15.0,1832
31:45.0,1832
32:15.0,1832
32:45.0,1832
33:15.0,1832
33:45.0,1832
34:15.0,1832
34:45.0,1831
35:15.0,1832
35:45.0,1829
36:15.0,1832
36:45.0,1831
37:15.0,1831
37:45.0,1828
38:15.0,1830
38:45.0,1827
39:15.0,1831
39:45.0,1827
40:15.0,1828
40:45.0,1826
41:15.0,1826
41:45.0,1825
42:15.0,1830
42:45.0,1831
43:15.0,1830
43:45.0,1830
44:15.0,1830
44:45.0,1831
45:15.0,1830
45:45.0,1831
46:15.0,1831
46:45.0,1830
47:15.0,1831
47:45.0,1830
48:15.0,1830
48:45.0,1830
49:15.0,1830
49:45.0,1830
50:15.0,1829
50:45.0,1830
51:15.0,1829
51:45.0,1830
52:15.0,1829
52:45.0,1829
53:15.0,1829
53:45.0,1829
54:15.0,1828
54:45.0,1829
55:15.0,1828
55:45.0,1828
56:15.0,1828
56:45.0,1828
57:15.0,1828
57:45.0,1827
58:15.0,1828
58:45.0,1828
59:15.0,1827
59:45.0,1828
00:15.0,1828
00:45.0,1828
01:15.0,1828
01:45.0,1828
02:15.0,1828
02:45.0,1828
03:15.0,1828
03:45.0,1827
04:15.0,1828
04:45.0,1827
05:15.0,1828
05:45.0,1827
06:15.0,1827
06:45.0,1827
07:15.0,1827
07:45.0,1827
08:15.0,1827
08:45.0,1826
09:15.0,1825
09:45.0,1827
10:15.0,1827
10:45.0,1826
11:15.0,1826
11:45.0,1826
12:15.0,1825
12:45.0,1825
13:15.0,1825
13:45.0,1825
14:15.0,1825
14:45.0,1825
15:15.0,1825
15:45.1,1824
16:15.0,1824
16:45.1,1824
17:15.0,1825
17:45.1,1826
18:15.0,1825
18:45.1,1826
19:15.0,1825
19:45.1,1825
20:15.0,1825
20:45.1,1825
21:15.0,1825
21:45.1,1824
22:15.0,1825
22:45.1,1824
23:15.0,1824
23:45.1,1824
24:15.1,1824
24:45.1,1824
25:15.1,1824
25:45.1,1824
26:15.1,1823
26:45.1,1823
27:15.1,1824
27:45.1,1824
28:15.1,1824
28:45.1,1824
29:15.1,1823
29:45.1,1823
30:15.1,1823
30:45.1,1823
31:15.1,1823
31:45.1,1822
32:15.1,1823
32:45.1,1822
33:15.1,1822
33:45.1,1822
34:15.1,1822
34:45.1,1822
35:15.1,1822
35:45.1,1822
36:15.1,1822
36:45.1,1821
37:15.1,1822
37:45.1,1822
38:15.1,1820
38:45.1,1822
39:15.1,1822
39:45.1,1822
40:15.1,1821
40:45.1,1821
41:15.1,1818
41:45.1,1821
42:15.1,1818
42:45.1,1820
43:15.1,1818
43:45.1,1821
44:15.1,1817
44:45.1,1820
45:15.1,1815
45:45.1,1817
46:15.1,1821
46:45.1,1820
47:15.1,1821
47:45.1,1821
48:15.1,1821
48:45.1,1821
49:15.1,1820
49:45.1,1820
50:15.1,1821
50:45.1,1820
51:15.1,1820
51:45.1,1820
52:15.1,1821
52:45.1,1820
53:15.1,1820
53:45.1,1820
54:15.1,1821
54:45.1,1820
55:15.1,1820
55:45.1,1821
56:15.1,1819
56:45.1,1820
57:15.1,1820
57:45.1,1819
58:15.1,1820
58:45.1,1819
59:15.1,1818
59:45.1,1819
00:15.1,1818
00:45.1,1818
01:15.1,1818
01:45.1,1816
02:15.1,1816
02:45.1,1816
03:15.1,1818
03:45.1,1818
04:15.1,1817
04:45.1,1817
05:15.1,1817
05:45.1,1818
06:15.1,1817
06:45.1,1817
07:15.1,1816
07:45.1,1818
08:15.1,1817
08:45.1,1818
09:15.1,1818
09:45.1,1817
10:15.1,1818
10:45.1,1818
11:15.1,1817
11:45.1,1817
12:15.1,1818
12:45.1,1817
13:15.1,1817
13:45.1,1817
14:15.1,1817
14:45.1,1817
15:15.1,1816
15:45.1,1817
16:15.1,1816
16:45.1,1816
17:15.1,1815
17:45.1,1815
18:15.1,1815
18:45.1,1815
19:15.1,1815
19:45.1,1815
20:15.1,1815
20:45.1,1815
21:15.1,1814
21:45.1,1814
22:15.1,1815
22:45.1,1816
23:15.1,1815
23:45.1,1815
24:15.1,1815
24:45.1,1815
25:15.1,1815
25:45.1,1815
26:15.2,1815
26:45.1,1814
27:15.2,1815
27:45.1,1814
28:15.2,1815
28:45.1,1815
29:15.2,1814
29:45.1,1815
30:15.2,1814
30:45.1,1815
31:15.2,1813
31:45.1,1814
32:15.2,1814
32:45.1,1814
33:15.2,1814
33:45.2,1813
34:15.2,1813
34:45.2,1812
35:15.1,1812
35:45.2,1810
36:15.1,1812
36:45.2,1812
37:15.2,1812
37:45.2,1813
38:15.2,1812
38:45.2,1812
39:15.2,1812
39:45.2,1813
40:15.2,1813
40:45.2,1812
41:15.2,1812
41:45.2,1812
42:15.2,1813
42:45.2,1812
43:15.2,1812
43:45.2,1813
44:15.2,1812
44:45.2,1812
45:15.2,1812
45:45.2,1813
46:15.2,1812
46:45.2,1812
47:15.2,1812
47:45.2,1810
48:15.2,1811
48:45.2,1808
49:15.2,1810
49:45.2,1808
50:15.2,1810
50:45.2,1808
51:15.2,1810
51:45.2,1807
52:15.2,1809
52:45.2,1806
53:15.2,1807
53:45.2,1805
54:15.2,1809
54:45.2,1810
55:15.2,1810
55:45.2,1810
56:15.2,1810
56:45.2,1810
57:15.2,1810
57:45.2,1811
58:15.2,1811
58:45.2,1811
59:15.2,1811
59:45.2,1811
00:15.2,1810
00:45.2,1810
01:15.2,1811
01:45.2,1810
02:15.2,1810
02:45.2,1810
03:15.2,1810
03:45.2,1809
04:15.2,1808
04:45.2,1807
05:15.2,1808
05:45.2,1808
06:15.2,1808
06:45.2,1808
07:15.2,1808
07:45.2,1808
08:15.2,1808
08:45.2,1808
09:15.2,1808
09:45.2,1809
10:15.2,1808
10:45.2,1809
11:15.2,1809
11:45.2,1808
12:15.2,1809
12:45.2,1808
13:15.2,1808
13:45.2,1808
14:15.2,1807
14:45.2,1807
15:15.2,1807
15:45.2,1808
16:15.2,1808
16:45.2,1807
17:15.2,1807
17:45.2,1808
18:15.2,1807
18:45.2,1807
19:15.2,1807
19:45.2,1807
20:15.2,1807
20:45.2,1807
21:15.2,1806
21:45.2,1807
22:15.2,1806
22:45.2,1806
23:15.2,1806
23:45.2,1806
24:15.2,1806
24:45.2,1805
25:15.2,1806
25:45.2,1806
26:15.2,1806
26:45.2,1805
27:15.2,1806
27:45.2,1806
28:15.2,1806
28:45.2,1805
29:15.2,1805
29:45.2,1806
30:15.2,1805
30:45.2,1805
31:15.2,1805
31:45.2,1806
32:15.2,1805
32:45.2,1805
33:15.2,1805
33:45.2,1803
34:15.2,1805
34:45.2,1805
35:15.2,1805
35:45.2,1804
36:15.2,1804
36:45.3,1804
37:15.2,1804
37:45.3,1804
38:15.2,1804
38:45.2,1804
39:15.2,1804
39:45.3,1804
40:15.2,1803
40:45.3,1804
41:15.2,1803
41:45.3,1803
42:15.2,1803
42:45.3,1803
43:15.2,1803
43:45.3,1803
44:15.2,1803
44:45.3,1802
45:15.2,1803
45:45.3,1802
46:15.2,1802
46:45.3,1802
47:15.2,1803
47:45.3,1803
48:15.3,1803
48:45.2,1803
49:15.3,1803
49:45.3,1803
50:15.3,1802
50:45.3,1802
51:15.3,1802
51:45.3,1802
52:15.3,1801
52:45.3,1801
53:15.3,1801
53:45.3,1801
54:15.3,1801
54:45.3,1801
55:15.3,1798
55:45.3,1801
56:15.3,1798
56:45.3,1801
57:15.3,1798
57:45.3,1800
58:15.3,1797
58:45.3,1800
59:15.3,1794
59:45.3,1798
00:15.3,1802
00:45.3,1802
01:15.3,1801
01:45.3,1801
02:15.3,1801
02:45.3,1799
03:15.3,1801
03:45.3,1801
04:15.3,1800
04:45.3,1801
05:15.3,1800
05:45.3,1800
06:15.3,1800
06:45.3,1800
07:15.3,1800
07:45.3,1800
08:15.3,1800
08:45.3,1799
09:15.3,1799
09:45.3,1799
10:15.3,1798
10:45.3,1798
11:15.3,1799
11:45.3,1798
12:15.3,1798
12:45.3,1798
13:15.3,1798
13:45.3,1798
14:15.3,1798
14:45.3,1798
15:15.3,1798
15:45.3,1798
16:15.3,1798
16:45.3,1797
17:15.3,1799
17:45.3,1798
18:15.3,1798
18:45.3,1798
19:15.3,1798
19:45.3,1798
20:15.3,1798
20:45.3,1798
21:15.3,1798
21:45.3,1797
22:15.3,1797
22:45.3,1797
23:15.3,1798
23:45.3,1797
24:15.3,1796
24:45.3,1797
25:15.3,1798
25:45.3,1797
26:15.3,1796
26:45.3,1796
27:15.3,1796
27:45.3,1796
28:15.3,1796
28:45.3,1795
29:15.3,1796
29:45.3,1795
30:15.3,1795
30:45.3,1796
31:15.3,1795
31:45.3,1794
32:15.3,1797
32:45.3,1796
33:15.3,1796
33:45.3,1797
34:15.3,1795
34:45.3,1796
35:15.3,1795
35:45.3,1795
36:15.3,1795
36:45.3,1795
37:15.3,1796
37:45.3,1795
38:15.3,1795
38:45.3,1795
39:15.3,1794
39:45.3,1795
40:15.3,1796
40:45.3,1796
41:15.3,1796
41:45.3,1795
42:15.3,1795
42:45.3,1795
43:15.3,1795
43:45.3,1794
44:15.3,1795
44:45.3,1795
45:15.3,1794
45:45.3,1794
46:15.3,1794
46:45.3,1793
47:15.3,1793
47:45.3,1793
48:15.3,1793
48:45.3,1793
49:15.3,1793
49:45.3,1793
50:15.3,1793
50:45.3,1792
51:15.3,1792
51:45.3,1792
52:15.4,1794
52:45.3,1794
53:15.3,1794
53:45.3,1793
54:15.4,1793
54:45.3,1793
55:15.4,1793
55:45.3,1793
56:15.4,1793
56:45.3,1793
57:15.4,1792
57:45.3,1792
58:15.4,1792
58:45.4,1792
59:15.4,1792
59:45.3,1791
00:15.4,1792
00:45.3,1790
01:15.4,1791
01:45.4,1791
02:15.4,1791
02:45.4,1790
03:15.4,1791
03:45.4,1788
04:15.4,1791
04:45.4,1788
05:15.4,1791
05:45.4,1789
06:15.4,1791
06:45.4,1788
07:15.4,1788
07:45.4,1785
08:15.4,1791
08:45.4,1791
09:15.4,1792
09:45.4,1792
10:15.4,1791
10:45.4,1791
11:15.4,1792
11:45.4,1791
12:15.4,1791
12:45.4,1791
13:15.4,1789
13:45.4,1790
14:15.4,1790
14:45.4,1789
15:15.4,1789
15:45.4,1789
16:15.4,1790
16:45.4,1788
17:15.4,1788
17:45.4,1789
18:15.4,1788
18:45.4,1789
19:15.4,1788
19:45.4,1789
20:15.4,1789
20:45.4,1789
21:15.4,1789
21:45.4,1789
22:15.4,1789
22:45.4,1789
23:15.4,1789
23:45.4,1789
24:15.4,1788
24:45.4,1789
25:15.4,1788
25:45.4,1788
26:15.4,1788
26:45.4,1788
27:15.4,1788
27:45.4,1788
28:15.4,1788
28:45.4,1789
29:15.4,1788
29:45.4,1788
30:15.4,1785
30:45.4,1787
31:15.4,1787
31:45.4,1787
32:15.4,1787
32:45.4,1787
33:15.4,1787
33:45.4,1786
34:15.4,1787
34:45.4,1787
35:15.4,1787
35:45.4,1786
36:15.4,1786
36:45.4,1786
37:15.4,1787
37:45.4,1787
38:15.4,1786
38:45.4,1786
39:15.4,1786
39:45.4,1787
40:15.4,1786
40:45.4,1787
41:15.4,1786
41:45.4,1786
42:15.4,1786
42:45.4,1786
43:15.4,1786
43:45.4,1787
44:15.4,1786
44:45.4,1786
45:15.4,1786
45:45.4,1787
46:15.4,1786
46:45.4,1786
47:15.4,1786
47:45.4,1785
48:15.4,1785
48:45.4,1785
49:15.4,1785
49:45.4,1785
50:15.4,1784
50:45.4,1784
51:15.4,1784
51:45.4,1784
52:15.4,1784
52:45.4,1784
53:15.4,1784
53:45.4,1784
54:15.4,1784
54:45.4,1784
55:15.4,1784
55:45.4,1784
56:15.4,1784
56:45.4,1784
57:15.4,1785
57:45.4,1784
58:15.4,1784
58:45.4,1784
59:15.4,1782
59:45.4,1784
00:15.4,1784
00:45.4,1784
01:15.4,1783
01:45.4,1782
02:15.4,1782
02:45.4,1782
03:15.4,1782
03:45.4,1782
04:15.4,1782
04:45.4,1782
05:15.5,1779
05:45.4,1782
06:15.4,1779
06:45.4,1781
07:15.5,1778
07:45.4,1781
08:15.5,1779
08:45.4,1778
09:15.5,1776
09:45.4,1782
10:15.5,1783
10:45.4,1782
11:15.5,1783
11:45.4,1782
12:15.5,1782
12:45.5,1782
13:15.4,1782
13:45.5,1782
14:15.4,1781
14:45.5,1782
15:15.5,1782
15:45.5,1782
16:15.5,1781
16:45.5,1781
17:15.5,1782
17:45.5,1781
18:15.5,1780
18:45.5,1780
19:15.5,1780
19:45.5,1780
20:15.5,1779
20:45.5,1780
21:15.5,1779
21:45.5,1780
22:15.5,1779
22:45.5,1779
23:15.5,1779
23:45.5,1779
24:15.5,1779
24:45.5,1780
25:15.5,1780
25:45.5,1779
26:15.5,1779
26:45.5,1780
27:15.5,1779
27:45.5,1779
28:15.5,1777
28:45.5,1779
29:15.5,1779
29:45.5,1779
30:15.5,1779
30:45.5,1780
31:15.5,1779
31:45.5,1779
32:15.5,1779
32:45.5,1779
33:15.5,1779
33:45.5,1779
34:15.5,1779
34:45.5,1779
35:15.5,1778
35:45.5,1778
36:15.5,1778
36:45.5,1777
37:15.5,1777
37:45.5,1778
38:15.5,1777
38:45.5,1777
39:15.5,1777
39:45.5,1777
40:15.5,1777
40:45.5,1777
41:15.5,1777
41:45.5,1776
42:15.5,1778
42:45.5,1778
43:15.5,1777
43:45.5,1778
44:15.5,1777
44:45.5,1777
45:15.5,1777
45:45.5,1777
46:15.5,1777
46:45.5,1777
47:15.5,1777
47:45.5,1777
48:15.5,1777
48:45.5,1777
49:15.5,1776
49:45.5,1777
50:15.5,1777
50:45.5,1777
51:15.5,1777
51:45.5,1777
52:15.5,1776
52:45.5,1776
53:15.5,1776
53:45.5,1775
54:15.5,1775
54:45.5,1775
55:15.5,1775
55:45.5,1775
56:15.5,1775
56:45.5,1775
57:15.5,1773
57:45.5,1775
58:15.5,1774
58:45.5,1775
59:15.5,1774
59:45.5,1775
00:15.5,1775
00:45.5,1775
01:15.5,1775
01:45.5,1774
02:15.5,1774
02:45.5,1775
03:15.5,1774
03:45.5,1774
04:15.5,1775
04:45.5,1774
05:15.5,1774
05:45.5,1774
06:15.5,1774
06:45.5,1773
07:15.5,1773
07:45.5,1773
08:15.5,1773
08:45.5,1772
09:15.5,1773
09:45.5,1770
10:15.5,1773
10:45.5,1769
11:15.5,1772
11:45.5,1769
12:15.5,1772
12:45.5,1767
13:15.5,1769
13:45.5,1766
14:15.5,1773
14:45.5,1774
15:15.5,1773
15:45.5,1773
16:15.5,1773
16:45.5,1772
17:15.5,1773
17:45.5,1773
18:15.5,1773
18:45.5,1773
19:15.5,1773
19:45.5,1773
20:15.6,1773
20:45.5,1773
21:15.6,1773
21:45.5,1773
22:15.6,1772
22:45.5,1772
23:15.6,1771
23:45.5,1771
24:15.6,1771
24:45.5,1771
25:15.6,1771
25:45.5,1770
26:15.6,1770
26:45.5,1769
27:15.6,1771
27:45.5,1770
28:15.6,1771
28:45.5,1771
29:15.6,1771
29:45.5,1771
30:15.6,1771
30:45.6,1771
31:15.6,1771
31:45.6,1771
32:15.6,1771
32:45.6,1770
33:15.6,1770
33:45.6,1771
34:15.6,1769
34:45.6,1770
35:15.6,1771
35:45.6,1770
36:15.6,1770
36:45.6,1769
37:15.6,1770
37:45.6,1770
38:15.6,1770
38:45.6,1770
39:15.6,1769
39:45.6,1769
40:15.6,1769
40:45.6,1769
41:15.6,1768
41:45.6,1768
42:15.6,1767
42:45.6,1769
43:15.6,1768
43:45.6,1768
44:15.6,1768
44:45.6,1768
45:15.6,1768
45:45.6,1767
46:15.6,1767
46:45.6,1767
47:15.6,1768
47:45.6,1768
48:15.6,1769
48:45.6,1768
49:15.6,1768
49:45.6,1768
50:15.6,1767
50:45.6,1767
51:15.6,1767
51:45.6,1768
52:15.6,1768
52:45.6,1767
53:15.6,1767
53:45.6,1768
54:15.6,1767
54:45.6,1767
55:15.6,1767
55:45.6,1766
56:15.6,1767
56:45.6,1767
57:15.6,1767
57:45.6,1767
58:15.6,1766
58:45.6,1766
59:15.6,1766
59:45.6,1766
00:15.6,1766
00:45.6,1765
01:15.6,1765
01:45.6,1765
02:15.6,1765
02:45.6,1765
03:15.6,1765
03:45.6,1765
04:15.6,1765
04:45.6,1765
05:15.6,1765
05:45.6,1765
06:15.6,1765
06:45.6,1765
07:15.6,1765
07:45.6,1765
08:15.6,1765
08:45.6,1765
09:15.6,1765
09:45.6,1765
10:15.6,1764
10:45.6,1765
11:15.6,1764
11:45.6,1764
12:15.6,1764
12:45.6,1763
13:15.6,1764
13:45.6,1764
14:15.6,1761
14:45.6,1763
15:15.6,1761
15:45.6,1763
16:15.6,1760
16:45.6,1763
17:15.6,1760
17:45.6,1763
18:15.6,1758
18:45.6,1760
19:15.6,1757
19:45.6,1764
20:15.6,1764
20:45.6,1764
21:15.6,1764
21:45.6,1763
22:15.6,1764
22:45.6,1763
23:15.6,1763
23:45.6,1763
24:15.6,1763
24:45.6,1763
25:15.6,1761
25:45.6,1763
26:15.6,1763
26:45.6,1763
27:15.6,1763
27:45.6,1762
28:15.6,1762
28:45.6,1761
29:15.6,1761
29:45.6,1762
30:15.6,1761
30:45.6,1761
31:15.6,1761
31:45.6,1761
32:15.6,1761
32:45.6,1761
33:15.6,1761
33:45.6,1761
34:15.6,1761
34:45.6,1762
35:15.6,1761
35:45.6,1761
36:15.6,1761
36:45.6,1762
37:15.7,1761
37:45.6,1761
38:15.7,1761
38:45.6,1761
39:15.7,1760
39:45.6,1761
40:15.7,1761
40:45.6,1760
41:15.7,1761
41:45.6,1760
42:15.7,1760
42:45.6,1760
43:15.7,1760
43:45.7,1760
44:15.7,1760
44:45.7,1759
45:15.7,1759
45:45.7,1759
46:15.7,1758
46:45.7,1758
47:15.7,1758
47:45.7,1758
48:15.7,1758
48:45.7,1758
49:15.7,1758
49:45.7,1758
50:15.7,1758
50:45.7,1758
51:15.7,1758
51:45.7,1758
52:15.7,1759
52:45.7,1758
53:15.7,1759
53:45.7,1758
54:15.7,1757
54:45.7,1758
55:15.7,1758
55:45.7,1758
56:15.7,1759
56:45.7,1758
57:15.7,1758
57:45.7,1758
58:15.7,1758
58:45.7,1758
59:15.7,1757
59:45.7,1758
00:15.7,1758
00:45.7,1758
01:15.7,1758
01:45.7,1758
02:15.7,1758
02:45.7,1758
03:15.7,1757
03:45.7,1756
04:15.7,1757
04:45.7,1757
05:15.7,1756
05:45.7,1757
06:15.7,1756
06:45.7,1756
07:15.7,1756
07:45.7,1756
08:15.7,1756
08:45.7,1756
09:15.7,1755
09:45.7,1756
10:15.7,1756
10:45.7,1756
11:15.7,1756
11:45.7,1756
12:15.7,1756
12:45.7,1756
13:15.7,1756
13:45.7,1755
14:15.7,1756
14:45.7,1755
15:15.7,1755
15:45.7,1755
16:15.7,1754
16:45.7,1755
17:15.7,1754
17:45.7,1754
18:15.7,1754
18:45.7,1754
19:15.7,1754
19:45.7,1751
20:15.7,1753
20:45.7,1751
21:15.7,1754
21:45.7,1751
22:15.7,1754
22:45.7,1752
23:15.7,1754
23:45.7,1749
24:15.7,1751
24:45.7,1749
25:15.7,1754
25:45.7,1754
26:15.7,1754
26:45.7,1755
27:15.7,1754
27:45.7,1754
28:15.7,1754
28:45.7,1754
29:15.7,1754
29:45.7,1754
30:15.7,1753
30:45.7,1754
31:15.7,1753
31:45.7,1753
32:15.7,1753
32:45.7,1752
33:15.7,1752
33:45.7,1752
34:15.7,1752
34:45.7,1752
35:15.7,1752
35:45.7,1751
36:15.7,1751
36:45.7,1751
37:15.7,1751
37:45.7,1751
38:15.7,1751
38:45.7,1751
39:15.7,1751
39:45.7,1751
40:15.7,1752
40:45.7,1752
41:15.7,1752
41:45.7,1752
42:15.7,1752
42:45.8,1752
43:15.7,1751
43:45.7,1751
44:15.7,1751
44:45.8,1752
45:15.7,1751
45:45.8,1751
46:15.7,1751
46:45.8,1751
47:15.7,1751
47:45.8,1750
48:15.7,1750
48:45.8,1750
49:15.7,1750
49:45.8,1750
50:15.7,1749
50:45.8,1749
51:15.7,1750
51:45.8,1749
52:15.8,1749
52:45.8,1747
53:15.8,1749
53:45.8,1749
54:15.8,1749
54:45.8,1748
55:15.8,1748
55:45.8,1749
56:15.8,1748
56:45.8,1749
57:15.8,1749
57:45.8,1749
58:15.8,1748
58:45.8,1748
59:15.8,1748
59:45.8,1749
00:15.8,1748
00:45.8,1749
01:15.8,1749
01:45.8,1748
02:15.8,1748
02:45.8,1747
03:15.8,1748
03:45.8,1748
04:15.8,1748
04:45.8,1748
05:15.8,1749
05:45.8,1749
06:15.8,1749
06:45.8,1749
07:15.8,1749
07:45.8,1748
08:15.8,1747
08:45.8,1747
09:15.8,1747
09:45.8,1748
10:15.8,1747
10:45.8,1747
11:15.8,1746
11:45.8,1746
12:15.8,1746
12:45.8,1746
13:15.8,1747
13:45.8,1746
14:15.8,1746
14:45.8,1745
15:15.8,1745
15:45.8,1746
16:15.8,1746
16:45.8,1746
17:15.8,1746
17:45.8,1745
18:15.8,1745
18:45.8,1746
19:15.8,1745
19:45.8,1746
20:15.8,1745
20:45.8,1746
21:15.8,1744
21:45.8,1745
22:15.8,1743
22:45.8,1744
23:15.8,1744
23:45.8,1745
24:15.8,1744
24:45.8,1744
25:15.8,1744
25:45.8,1744
26:15.8,1744
26:45.8,1744
27:15.8,1741
27:45.8,1744
28:15.8,1741
28:45.8,1744
29:15.8,1741
29:45.8,1744
30:15.8,1741
30:45.8,1744
31:15.8,1741
31:45.8,1743
32:15.8,1739
32:45.8,1742
33:15.8,1744
33:45.8,1745
34:15.8,1744
34:45.8,1744
35:15.8,1744
35:45.8,1744
36:15.8,1744
36:45.8,1743
37:15.8,1743
37:45.8,1743
38:15.8,1742
38:45.8,1742
39:15.8,1742
39:45.8,1742
40:15.8,1743
40:45.8,1742
41:15.8,1742
41:45.8,1742
42:15.8,1742
42:45.8,1741
43:15.8,1742
43:45.8,1741
44:15.8,1741
44:45.8,1742
45:15.8,1742
45:45.8,1742
46:15.8,1742
46:45.8,1742
47:15.8,1742
47:45.8,1742
48:15.8,1742
48:45.8,1741
49:15.8,1742
49:45.8,1742
50:15.8,1741
50:45.8,1741
51:15.8,1741
51:45.8,1739
52:15.8,1742
52:45.8,1741
53:15.8,1741
53:45.8,1741
54:15.8,1741
54:45.8,1740
55:15.9,1740
55:45.8,1740
56:15.9,1740
56:45.8,1740
57:15.8,1739
57:45.8,1740
58:15.9,1739
58:45.8,1739
59:15.9,1739
59:45.9,1741
00:15.8,1741
00:45.9,1740
01:15.8,1741
01:45.8,1740
02:15.9,1740
02:45.8,1740
03:15.9,1740
03:45.8,1739
04:15.9,1739
04:45.9,1739
05:15.9,1739
05:45.9,1739
06:15.9,1739
06:45.9,1739
07:15.9,1739
07:45.9,1739
08:15.9,1739
08:45.9,1739
09:15.9,1739
09:45.9,1739
10:15.9,1739
10:45.9,1739
11:15.9,1739
11:45.9,1738
12:15.9,1739
12:45.9,1738
13:15.9,1738
13:45.9,1738
14:15.9,1738
14:45.9,1737
15:15.9,1737
15:45.9,1737
16:15.9,1737
16:45.9,1737
17:15.9,1737
17:45.9,1737
18:15.9,1737
18:45.9,1736
19:15.9,1737
19:45.9,1737
20:15.9,1737
20:45.9,1737
21:15.9,1736
21:45.9,1737
22:15.9,1737
22:45.9,1737
23:15.9,1737
23:45.9,1737
24:15.9,1737
24:45.9,1737
25:15.9,1737
25:45.9,1736
26:15.9,1736
26:45.9,1735
27:15.9,1736
27:45.9,1736
28:15.9,1735
28:45.9,1735
29:15.9,1735
29:45.9,1735
30:15.9,1734
30:45.9,1734
31:15.9,1734
31:45.9,1734
32:15.9,1735
32:45.9,1735
33:15.9,1736
33:45.9,1732
34:15.9,1735
34:45.9,1732
35:15.9,1735
35:45.9,1732
36:15.9,1734
36:45.9,1732
37:15.9,1734
37:45.9,1729
38:15.9,1731
38:45.9,1734
39:15.9,1734
39:45.9,1734
40:15.9,1735
40:45.9,1734
41:15.9,1735
41:45.9,1734
42:15.9,1733
42:45.9,1733
43:15.9,1733
