Datetime,mem
54:53.6,4346
55:23.6,4346
55:53.6,4346
56:23.6,4346
56:53.6,4346
57:23.6,4346
57:53.6,4346
58:23.6,4346
58:53.6,4345
59:23.6,4345
59:53.6,4346
00:23.6,4346
00:53.6,4345
01:23.6,4345
01:53.6,4346
02:23.6,4345
02:53.6,4345
03:23.6,4345
03:53.6,4345
04:23.6,4345
04:53.6,4345
05:23.6,4345
05:53.6,4346
06:23.6,4345
06:53.6,4345
07:23.6,4344
07:53.6,4346
08:23.6,4347
08:53.6,4346
09:23.6,4346
09:53.6,4346
10:23.6,4346
10:53.6,4346
11:23.6,4346
11:53.6,4346
12:23.6,4344
12:53.6,4346
13:23.6,4346
13:53.6,4346
14:23.6,4346
14:53.6,4346
15:23.6,4346
15:53.6,4344
16:23.6,4344
16:53.6,4344
17:23.6,4345
17:53.6,4345
18:23.6,4345
18:53.6,4344
19:23.6,4344
19:53.6,4345
20:23.6,4344
20:53.6,4344
21:23.6,4344
21:53.6,4345
22:23.6,4345
22:53.6,4345
23:23.6,4344
23:53.6,4346
24:23.6,4344
24:53.6,4345
25:23.6,4344
25:53.6,4343
26:23.6,4344
26:53.7,4344
27:23.6,4343
27:53.7,4341
28:23.6,4344
28:53.7,4343
29:23.6,4344
29:53.7,4344
30:23.6,4343
30:53.6,4343
31:23.6,4344
31:53.7,4343
32:23.6,4343
32:53.7,4340
33:23.6,4343
33:53.7,4343
34:23.6,4342
34:53.7,4342
35:23.6,4342
35:53.6,4343
36:23.7,4341
36:53.6,4342
37:23.7,4341
37:53.6,4342
38:23.7,4342
38:53.6,4342
39:23.7,4343
39:53.6,4342
40:23.7,4342
40:53.6,4342
41:23.7,4341
41:53.6,4341
42:23.7,4341
42:53.6,4341
43:23.7,4342
43:53.6,4342
44:23.7,4345
44:53.6,4346
45:23.7,4345
45:53.7,4345
46:23.7,4344
46:53.7,4344
47:23.7,4348
47:53.7,4348
48:23.7,4345
48:53.7,4347
49:23.7,4347
49:53.7,4347
50:23.7,4347
50:53.7,4347
51:23.7,4346
51:53.7,4347
52:23.7,4346
52:53.7,4346
53:23.7,4344
53:53.7,4346
54:23.7,4347
54:53.7,4347
55:23.7,4347
55:53.7,4347
56:23.7,4346
56:53.7,4346
57:23.7,4347
57:53.7,4347
58:23.7,4348
58:53.7,4347
59:23.7,4346
59:53.7,4347
00:23.7,4347
00:53.7,4346
01:23.7,4347
01:53.7,4347
02:23.7,4347
02:53.7,4347
03:23.7,4346
03:53.7,4346
04:23.7,4346
04:53.7,4345
05:23.7,4346
05:53.7,4346
06:23.7,4346
06:53.7,4346
07:23.7,4346
07:53.7,4346
08:23.7,4346
08:53.7,4343
09:23.7,4346
09:53.7,4345
10:23.7,4346
10:53.7,4346
11:23.7,4345
11:53.7,4345
12:23.7,4346
12:53.7,4346
13:23.7,4346
13:53.7,4344
14:23.7,4346
14:53.7,4346
15:23.7,4346
15:53.7,4346
16:23.7,4346
16:53.7,4346
17:23.7,4346
17:53.8,4346
18:23.7,4346
18:53.7,4346
19:23.7,4346
19:53.7,4346
20:23.7,4347
20:53.7,4345
21:23.7,4344
21:53.7,4345
22:23.7,4345
22:53.7,4344
23:23.7,4345
23:53.7,4345
24:23.7,4344
24:53.8,4345
25:23.7,4345
25:53.8,4345
26:23.7,4345
26:53.7,4345
27:23.8,4345
27:53.7,4345
28:23.8,4345
28:53.7,4345
29:23.8,4343
29:53.8,4345
30:23.7,4346
30:53.8,4345
31:23.7,4344
31:53.7,4344
32:23.8,4345
32:53.7,4345
33:23.8,4346
33:53.7,4346
34:23.8,4343
34:53.7,4346
35:23.8,4345
35:53.7,4345
36:23.8,4346
36:53.7,4345
37:23.8,4345
37:53.7,4345
38:23.8,4344
38:53.7,4344
39:23.8,4345
39:53.8,4345
40:23.8,4344
40:53.8,4344
41:23.8,4344
41:53.8,4344
42:23.8,4343
42:53.8,4344
43:23.8,4344
43:53.8,4344
44:23.8,4344
44:53.8,4346
45:23.8,4345
45:53.8,4344
46:23.8,4345
46:53.8,4344
47:23.8,4345
47:53.8,4345
48:23.8,4345
48:53.8,4345
49:23.8,4344
49:53.8,4343
50:23.8,4345
50:53.8,4345
51:23.8,4345
51:53.8,4344
52:23.8,4345
52:53.8,4345
53:23.8,4346
53:53.8,4345
54:23.8,4345
54:53.8,4344
55:23.8,4345
55:53.8,4344
56:23.8,4344
56:53.8,4344
57:23.8,4344
57:53.8,4344
58:23.8,4344
58:53.8,4343
59:23.8,4344
59:53.8,4344
00:23.8,4344
00:53.8,4344
01:23.8,4344
01:53.8,4344
02:23.8,4344
02:53.8,4345
03:23.8,4345
03:53.8,4344
04:23.8,4344
04:53.8,4345
05:23.8,4344
05:53.8,4344
06:23.8,4344
06:53.8,4345
07:23.8,4345
07:53.8,4344
08:23.8,4344
08:53.8,4344
09:23.8,4343
09:53.8,4344
10:23.8,4341
10:53.8,4344
11:23.8,4343
11:53.8,4344
12:23.8,4343
12:53.8,4343
13:23.8,4344
13:53.8,4343
14:23.8,4343
14:53.8,4344
15:23.8,4343
15:53.8,4343
16:23.8,4343
16:53.8,4342
17:23.9,4343
17:53.8,4344
18:23.9,4344
18:53.8,4343
19:23.9,4343
19:53.8,4344
20:23.9,4344
20:53.8,4343
21:23.9,4344
21:53.8,4343
22:23.9,4343
22:53.8,4342
23:23.9,4343
23:53.8,4343
24:23.9,4343
24:53.8,4343
25:23.9,4342
25:53.8,4342
26:23.9,4343
26:53.9,4342
27:23.8,4343
27:53.9,4343
28:23.8,4343
28:53.9,4342
29:23.8,4343
29:53.9,4343
30:23.8,4343
30:53.9,4341
31:23.8,4343
31:53.9,4343
32:23.8,4343
32:53.9,4343
33:23.8,4343
33:54.4,4343
34:23.8,4343
34:53.9,4343
35:23.9,4344
35:53.9,4343
36:23.9,4343
36:53.9,4343
37:23.9,4343
37:53.9,4343
38:23.9,4343
38:53.9,4343
39:23.9,4343
39:53.9,4342
40:23.9,4343
40:53.9,4343
41:23.9,4343
41:53.9,4343
42:23.9,4342
42:53.9,4342
43:23.9,4342
43:53.9,4341
44:23.9,4342
44:53.9,4342
45:23.9,4342
45:53.9,4342
46:23.9,4340
46:53.9,4342
47:23.9,4342
47:53.9,4342
48:23.9,4342
48:53.9,4342
49:23.9,4342
49:53.9,4342
50:23.9,4342
50:53.9,4342
51:23.9,4342
51:53.9,4341
52:23.9,4341
52:53.9,4341
53:23.9,4341
53:53.9,4342
54:23.9,4341
54:53.9,4341
55:23.9,4342
55:53.9,4342
56:23.9,4342
56:53.9,4341
57:23.9,4343
57:53.9,4343
58:23.9,4342
58:53.9,4342
59:23.9,4342
59:53.9,4343
00:23.9,4342
00:53.9,4341
01:23.9,4342
01:53.9,4342
02:23.9,4341
02:53.9,4342
03:24.0,4342
03:53.9,4341
04:23.9,4342
04:53.9,4341
05:23.9,4342
05:54.0,4342
06:23.9,4341
06:53.9,4340
07:23.9,4343
07:53.9,4342
08:23.9,4342
08:53.9,4342
09:23.9,4342
09:54.0,4342
10:23.9,4342
10:53.9,4342
11:23.9,4342
11:53.9,4343
12:23.9,4340
12:53.9,4341
13:23.9,4342
13:54.0,4342
14:23.9,4341
14:53.9,4341
15:23.9,4341
15:53.9,4341
16:23.9,4341
16:54.0,4341
17:23.9,4341
17:54.0,4342
18:23.9,4341
18:54.0,4341
19:23.9,4341
19:54.0,4342
20:23.9,4342
20:54.0,4342
21:23.9,4341
21:54.0,4343
22:23.9,4340
22:53.9,4342
23:24.0,4342
23:53.9,4342
24:24.0,4342
24:54.0,4342
25:23.9,4342
25:54.0,4341
26:23.9,4342
26:54.0,4341
27:23.9,4341
27:54.0,4341
28:23.9,4342
28:54.0,4341
29:24.0,4341
29:54.0,4341
30:24.0,4340
30:54.0,4340
31:24.0,4341
31:54.0,4340
32:24.0,4340
32:54.0,4340
33:24.0,4340
33:54.0,4341
34:24.0,4340
34:54.0,4340
35:24.0,4340
35:54.0,4339
36:24.0,4340
36:54.0,4341
37:24.0,4340
37:54.0,4338
38:24.0,4341
38:54.0,4341
39:24.0,4341
39:54.0,4341
40:24.0,4341
40:54.0,4340
41:24.0,4340
41:54.0,4341
42:24.0,4341
42:54.0,4339
43:24.0,4340
43:54.0,4340
44:24.0,4341
44:54.0,4340
45:24.0,4340
45:54.0,4340
46:24.0,4340
46:54.0,4340
47:24.0,4340
47:54.0,4340
48:24.0,4339
48:54.0,4340
49:24.0,4339
49:54.0,4339
50:24.0,4339
50:54.0,4339
51:24.0,4339
51:54.0,4339
52:24.0,4339
52:54.0,4339
53:24.0,4339
53:55.0,4340
54:24.0,4339
54:54.0,4341
55:24.0,4340
55:54.0,4340
56:24.0,4340
56:54.0,4340
57:24.0,4340
57:54.0,4340
58:24.0,4338
58:54.0,4339
59:24.0,4339
59:54.0,4340
00:24.0,4341
00:54.0,4341
01:24.1,4339
01:54.0,4340
02:24.0,4340
02:54.0,4340
03:24.0,4340
03:54.0,4340
04:24.0,4340
04:54.0,4340
05:24.0,4340
05:54.0,4340
06:24.1,4339
06:54.0,4339
07:24.0,4340
07:54.0,4340
08:24.0,4339
08:54.0,4340
09:24.1,4339
09:54.0,4339
10:24.1,4340
10:54.0,4339
11:24.1,4339
11:54.0,4339
12:24.1,4340
12:54.0,4341
13:24.1,4340
13:54.0,4338
14:24.1,4340
14:54.0,4340
15:24.1,4340
15:54.0,4340
16:24.1,4340
16:54.0,4340
17:24.1,4340
17:54.0,4339
18:24.0,4340
18:54.1,4339
19:24.0,4339
19:54.2,4339
20:24.0,4338
20:54.1,4339
21:24.0,4338
21:54.1,4338
22:24.0,4339
22:54.1,4339
23:24.0,4338
23:54.1,4338
24:24.0,4338
24:54.1,4339
25:24.0,4338
25:54.1,4339
26:24.0,4339
26:54.1,4338
27:24.1,4339
27:54.1,4339
28:24.1,4339
28:54.1,4339
29:24.1,4339
29:54.1,4339
30:24.1,4339
30:54.1,4339
31:24.1,4339
31:54.1,4339
32:24.1,4339
32:54.1,4338
33:24.1,4339
33:54.1,4339
34:24.1,4337
34:54.1,4338
35:24.1,4338
35:54.1,4338
36:24.1,4337
36:54.1,4337
37:24.1,4338
37:54.1,4338
38:24.1,4338
38:54.1,4338
39:24.1,4338
39:54.1,4338
40:24.1,4338
40:54.1,4337
41:24.1,4338
41:54.1,4337
42:24.1,4338
42:54.1,4338
43:24.1,4338
43:54.1,4339
44:24.1,4339
44:54.1,4338
45:24.1,4338
45:54.1,4338
46:24.1,4338
46:54.1,4338
47:24.1,4338
47:54.1,4338
48:24.1,4339
48:54.1,4339
49:24.1,4338
49:54.1,4336
50:24.1,4338
50:54.1,4338
51:24.1,4338
51:54.1,4337
52:24.1,4338
52:54.1,4337
53:24.1,4337
53:54.1,4337
54:24.1,4338
54:54.1,4337
55:24.1,4337
55:54.1,4337
56:24.1,4337
56:54.1,4337
57:24.1,4337
57:54.1,4337
58:24.1,4338
58:54.1,4337
59:24.1,4337
59:54.1,4338
00:24.1,4337
00:54.1,4338
01:24.1,4337
01:54.1,4337
02:24.1,4337
02:54.1,4336
03:24.1,4337
03:54.1,4337
04:24.1,4337
04:54.1,4337
05:24.2,4336
05:54.1,4337
06:24.1,4337
40:49.1,4502
41:19.2,4520
41:49.2,4520
42:19.2,4522
42:49.2,4522
43:19.2,4522
43:49.2,4522
44:19.2,4521
44:49.2,4523
45:19.2,4522
45:49.2,4522
46:19.2,4523
46:49.2,4522
47:19.2,4522
47:49.2,4523
48:19.2,4523
48:49.2,4523
49:19.2,4523
49:49.2,4523
50:19.2,4522
50:49.2,4523
51:19.2,4522
51:49.2,4522
52:19.2,4523
52:49.2,4523
53:19.2,4523
53:49.2,4523
54:19.2,4522
54:49.2,4523
55:19.2,4522
55:49.2,4522
56:19.2,4518
56:49.2,4520
57:19.2,4517
57:49.2,4519
58:19.2,4518
58:49.2,4519
59:19.2,4517
59:49.2,4522
00:19.2,4522
00:49.2,4522
01:19.2,4523
01:49.2,4522
02:19.2,4522
02:49.2,4522
03:19.2,4523
03:49.2,4523
04:19.2,4523
04:49.2,4523
05:19.2,4523
05:49.2,4523
06:19.2,4523
06:49.2,4523
07:19.2,4523
07:49.2,4523
08:19.2,4523
08:49.2,4522
09:19.2,4522
09:49.2,4522
10:19.2,4522
10:49.2,4522
11:19.2,4522
11:49.2,4522
12:19.2,4522
12:49.2,4521
13:19.2,4521
13:49.2,4522
14:19.2,4522
14:49.2,4521
15:19.2,4521
15:49.2,4521
16:19.2,4522
16:49.2,4521
17:19.2,4521
17:49.2,4521
18:19.2,4521
18:49.2,4521
19:19.2,4513
19:49.2,4514
20:19.2,4509
20:49.2,4504
21:19.2,4500
21:49.2,4500
22:19.2,4499
22:49.2,4499
23:19.2,4498
23:49.2,4498
24:19.2,4498
24:49.2,4498
25:19.2,4498
25:49.2,4498
26:19.2,4497
26:49.2,4497
27:19.2,4497
27:49.2,4497
28:19.2,4498
28:49.2,4498
29:19.2,4498
29:49.3,4498
30:19.2,4498
30:49.3,4498
31:19.2,4497
31:49.3,4497
32:19.2,4497
32:49.3,4497
33:19.2,4497
33:49.3,4498
34:19.2,4497
34:49.3,4497
35:19.2,4497
35:49.2,4496
36:19.3,4497
36:49.2,4497
37:19.3,4497
37:49.2,4495
38:19.3,4496
38:49.2,4493
39:19.3,4496
39:49.2,4493
40:19.3,4494
40:49.2,4492
41:19.3,4494
41:49.2,4497
42:19.3,4496
42:49.2,4497
43:19.3,4496
43:49.3,4497
44:19.3,4496
44:49.3,4497
45:19.3,4496
45:49.3,4496
46:19.3,4496
46:49.3,4496
47:19.3,4496
47:49.3,4496
48:19.3,4497
48:49.3,4496
49:19.3,4496
49:49.3,4496
50:19.3,4496
50:49.3,4496
51:19.3,4496
51:49.3,4496
52:19.3,4496
52:49.3,4496
53:19.3,4496
53:49.3,4496
54:19.3,4495
54:49.3,4495
55:19.3,4495
55:49.3,4495
56:19.3,4494
56:49.3,4495
57:19.3,4495
57:49.3,4496
58:19.3,4496
58:49.3,4496
59:19.3,4495
59:49.3,4495
00:19.3,4496
00:49.3,4496
01:19.3,4496
01:49.3,4495
02:19.3,4496
02:49.3,4496
03:19.3,4496
03:49.3,4496
04:19.3,4495
04:49.3,4496
05:19.3,4496
05:49.3,4497
06:19.3,4495
06:49.3,4496
07:19.3,4496
07:49.3,4496
08:19.3,4495
08:49.3,4496
09:19.3,4494
09:49.3,4494
10:19.3,4494
10:49.3,4494
11:19.3,4494
11:49.3,4494
12:19.3,4494
12:49.3,4493
13:19.3,4493
13:49.3,4493
14:19.3,4493
14:49.3,4493
15:19.3,4494
15:49.3,4495
16:19.3,4495
16:49.3,4494
17:19.3,4494
17:49.3,4495
18:19.3,4494
18:49.3,4495
19:19.3,4494
19:49.3,4494
20:19.3,4494
20:49.3,4494
21:19.3,4494
21:49.3,4493
22:19.4,4493
22:49.3,4493
23:19.3,4494
23:49.3,4493
24:19.3,4493
24:49.3,4493
25:19.3,4493
25:49.3,4495
26:19.3,4495
26:49.3,4495
27:19.3,4494
27:49.3,4493
28:19.3,4490
28:49.3,4493
29:19.4,4491
29:49.3,4493
30:19.3,4489
30:49.3,4492
31:19.4,4490
31:49.3,4494
32:19.4,4495
32:49.3,4494
33:19.4,4494
33:49.3,4494
34:19.4,4494
34:49.3,4494
35:19.4,4495
35:49.3,4495
36:19.4,4494
36:49.3,4494
37:19.4,4494
37:49.3,4494
38:19.4,4494
38:49.3,4495
39:19.4,4495
39:49.4,4494
40:19.3,4494
40:49.4,4494
41:19.3,4495
41:49.4,4494
42:19.4,4494
42:49.4,4493
43:19.4,4493
43:49.4,4493
44:19.4,4493
44:49.4,4493
45:19.4,4492
45:49.4,4494
46:19.4,4493
46:49.4,4494
47:19.4,4495
47:49.4,4495
48:19.4,4495
48:49.4,4494
49:19.4,4494
49:49.4,4493
50:19.4,4494
50:49.4,4494
51:19.4,4493
51:49.4,4494
52:19.4,4494
52:49.4,4494
53:19.4,4494
53:49.4,4494
54:19.4,4493
54:49.4,4493
55:19.4,4493
55:49.4,4493
56:19.4,4493
56:49.4,4493
57:19.4,4493
57:49.4,4492
58:19.4,4493
58:49.4,4493
59:19.4,4492
59:49.4,4493
00:19.4,4492
00:49.4,4492
01:19.4,4492
01:49.4,4492
02:19.4,4493
02:49.4,4493
03:19.4,4493
03:49.4,4493
04:19.4,4493
04:49.4,4493
05:19.4,4493
05:49.4,4492
06:19.4,4492
06:49.4,4491
07:19.4,4492
07:49.4,4492
08:19.4,4492
08:49.4,4492
09:19.4,4491
09:49.4,4492
10:19.4,4492
10:49.4,4491
11:19.4,4491
11:49.4,4491
12:19.4,4491
12:49.4,4491
13:19.4,4492
13:49.4,4489
14:19.4,4491
14:49.4,4488
15:19.4,4490
15:49.4,4488
16:19.4,4489
16:49.4,4493
17:19.4,4493
17:49.4,4492
18:19.4,4492
18:49.4,4492
19:19.4,4493
19:49.5,4492
20:19.4,4492
20:49.4,4493
21:19.4,4493
21:49.5,4493
22:19.4,4493
22:49.5,4493
23:19.4,4491
23:49.5,4491
24:19.4,4492
24:49.5,4492
25:19.4,4492
25:49.5,4492
26:19.4,4491
26:49.5,4491
27:19.4,4491
27:49.5,4491
28:19.4,4491
28:49.5,4490
29:19.4,4489
29:49.5,4490
30:19.4,4491
30:49.5,4494
31:19.5,4493
31:49.4,4493
32:19.5,4493
32:49.4,4494
33:19.5,4493
33:49.5,4493
34:19.4,4492
34:49.5,4493
35:19.4,4493
35:49.5,4493
36:19.4,4493
36:49.5,4493
37:19.4,4492
37:49.5,4493
38:19.5,4493
38:49.5,4492
39:19.5,4492
39:49.5,4492
40:19.5,4492
40:49.5,4493
41:19.5,4490
41:49.5,4491
42:19.5,4491
42:49.5,4490
43:19.5,4490
43:49.5,4490
44:19.5,4490
44:49.5,4489
45:19.5,4490
45:49.5,4491
46:19.5,4491
46:49.5,4491
47:19.5,4492
47:49.5,4491
48:19.5,4491
48:49.5,4491
49:19.5,4491
49:49.5,4491
50:19.5,4491
50:49.5,4492
51:19.5,4492
51:49.5,4493
52:19.5,4492
52:49.5,4492
53:19.5,4492
53:49.5,4492
54:19.5,4491
54:49.5,4491
55:19.5,4491
55:49.5,4491
56:19.5,4490
56:49.5,4491
57:19.5,4491
57:49.5,4490
58:19.5,4490
58:49.5,4491
59:19.5,4488
59:49.5,4490
00:19.5,4486
00:49.5,4487
01:19.5,4485
01:49.5,4491
02:19.5,4491
02:49.5,4491
03:19.5,4491
03:49.5,4491
04:19.5,4491
04:49.5,4491
05:19.5,4491
05:49.5,4491
06:19.5,4490
06:49.5,4490
07:19.5,4490
07:49.5,4490
08:19.5,4490
08:49.5,4491
09:19.6,4491
09:49.5,4491
10:19.5,4490
10:49.5,4491
11:19.5,4490
11:49.5,4490
12:19.5,4491
12:49.5,4490
13:19.5,4490
13:49.5,4490
14:19.5,4490
14:49.5,4489
15:19.6,4489
15:49.5,4489
16:19.5,4489
16:49.5,4490
17:19.5,4489
17:49.6,4488
18:19.5,4488
18:49.6,4488
19:19.5,4490
19:49.6,4490
20:19.5,4491
20:49.6,4490
21:19.5,4490
21:49.6,4490
22:19.5,4490
22:49.6,4490
23:19.5,4490
23:49.6,4489
24:19.5,4489
24:49.6,4490
25:19.5,4489
25:49.6,4489
26:19.5,4489
26:49.5,4490
27:19.6,4489
27:49.5,4490
28:19.6,4489
28:49.5,4490
29:19.6,4488
29:49.5,4489
30:19.6,4488
30:49.5,4489
31:19.6,4489
31:49.5,4488
32:19.7,4488
32:49.5,4488
33:19.6,4487
33:49.5,4488
34:19.6,4487
34:49.5,4489
35:19.6,4489
35:49.5,4490
36:19.6,4490
36:49.6,4489
37:19.6,4491
37:49.6,4490
38:19.6,4490
38:49.6,4489
39:19.6,4490
39:49.6,4490
40:19.6,4489
40:49.6,4490
41:19.6,4489
41:49.6,4490
42:19.6,4489
42:49.6,4490
43:19.6,4490
43:49.6,4489
44:19.6,4490
44:49.6,4490
45:19.6,4489
45:49.6,4489
46:19.6,4489
46:49.6,4487
47:19.6,4488
47:49.6,4485
48:19.6,4487
48:49.6,4485
49:19.6,4487
49:49.6,4484
50:19.6,4486
50:49.6,4489
51:19.6,4488
51:49.6,4489
52:19.6,4488
52:49.6,4489
53:19.6,4489
53:49.6,4488
54:19.6,4489
54:49.6,4488
55:19.6,4488
55:49.6,4489
56:19.6,4489
56:49.6,4490
57:19.6,4489
57:49.6,4489
58:19.6,4489
58:49.6,4490
59:19.6,4488
59:49.6,4488
00:19.6,4488
00:49.7,4488
01:19.6,4488
01:49.6,4488
02:19.6,4487
02:49.6,4488
03:19.6,4487
03:49.7,4487
04:19.6,4487
04:49.6,4488
05:19.6,4488
05:49.6,4487
06:19.6,4487
06:49.6,4487
07:19.6,4486
07:49.6,4488
08:19.6,4488
08:49.6,4489
09:19.6,4488
09:49.6,4488
10:19.7,4487
10:49.6,4488
11:19.6,4488
11:49.6,4488
12:19.6,4488
12:49.6,4488
13:19.6,4488
13:49.6,4488
14:19.7,4487
14:49.6,4488
15:19.7,4486
15:49.6,4486
16:19.7,4487
16:49.6,4487
17:19.7,4486
17:49.6,4486
18:19.6,4487
18:49.6,4485
19:19.7,4485
19:49.6,4485
20:19.7,4485
20:49.6,4486
21:19.7,4485
21:49.6,4484
22:19.7,4486
22:49.6,4486
23:19.7,4487
23:49.6,4488
24:19.7,4488
24:49.6,4488
25:19.7,4488
25:49.6,4488
26:19.7,4487
26:49.6,4487
27:19.7,4487
27:49.6,4487
28:19.7,4487
28:49.6,4487
29:19.7,4488
29:49.6,4488
30:19.7,4487
30:49.6,4488
31:19.7,4488
31:49.6,4487
32:19.7,4487
32:49.6,4487
33:19.7,4486
33:49.6,4486
34:19.7,4485
34:49.6,4485
35:19.7,4483
35:49.7,4485
36:19.7,4483
36:49.7,4484
37:19.7,4481
37:49.7,4483
38:19.7,4482
38:49.7,4486
39:19.7,4486
39:49.7,4486
40:19.7,4486
40:49.7,4488
41:19.7,4487
41:49.7,4487
42:19.7,4487
42:49.7,4487
43:19.7,4487
43:49.7,4487
44:19.7,4486
44:49.7,4487
45:19.7,4486
45:49.7,4487
46:19.7,4487
46:49.7,4487
47:19.7,4487
47:49.7,4487
48:19.7,4487
48:49.7,4487
49:19.7,4486
49:49.7,4486
50:19.7,4486
50:49.7,4485
51:19.7,4485
51:49.7,4486
52:19.7,4484
52:49.7,4484
53:19.7,4484
53:49.7,4484
54:19.7,4486
54:49.7,4486
55:19.7,4487
55:49.7,4486
56:19.7,4486
56:49.7,4486
57:19.7,4486
57:49.7,4486
58:19.7,4486
58:49.7,4487
59:19.7,4486
59:49.7,4486
00:19.7,4486
00:49.7,4486
01:19.7,4487
01:49.7,4486
02:19.7,4486
02:49.8,4486
03:19.7,4485
03:49.7,4485
04:19.7,4485
04:49.7,4484
05:19.7,4484
05:49.7,4484
06:19.7,4485
06:49.7,4484
07:19.7,4484
07:49.7,4483
08:19.7,4483
08:49.7,4483
09:19.7,4485
09:49.7,4485
10:19.7,4484
10:49.7,4484
11:19.7,4484
11:49.7,4485
12:19.7,4484
12:49.7,4485
13:19.7,4485
13:49.7,4484
14:19.7,4484
14:49.8,4484
15:19.7,4485
15:49.7,4485
16:19.7,4484
16:49.7,4484
17:19.7,4484
17:49.8,4484
18:19.7,4485
18:49.7,4486
19:19.7,4484
19:49.8,4484
20:19.7,4483
20:49.8,4481
21:19.7,4483
21:49.7,4480
22:19.7,4483
22:49.8,4479
23:19.7,4481
23:49.8,4485
24:19.7,4484
24:49.8,4484
25:19.7,4484
25:49.8,4484
26:19.7,4485
26:49.8,4484
27:19.7,4484
27:49.8,4484
28:19.7,4484
28:49.8,4484
29:19.7,4484
29:49.8,4484
30:19.7,4484
30:49.8,4486
31:19.8,4485
31:49.7,4485
32:19.8,4486
32:49.7,4485
33:19.8,4485
33:49.7,4485
34:19.8,4484
34:49.7,4485
35:19.8,4485
35:49.8,4485
36:19.8,4483
36:49.8,4484
37:19.8,4483
37:49.8,4483
38:19.8,4482
38:49.8,4482
39:19.8,4483
39:49.8,4484
40:19.8,4483
40:49.8,4484
41:19.8,4483
41:49.8,4483
42:19.8,4484
42:49.8,4483
43:19.8,4484
43:49.8,4485
44:19.8,4484
44:49.8,4484
45:19.8,4484
45:49.8,4484
46:19.8,4484
46:49.8,4485
47:19.8,4484
47:49.8,4484
48:19.8,4485
48:49.8,4485
49:19.9,4483
49:49.8,4484
50:19.8,4484
50:49.8,4484
51:19.8,4483
51:49.8,4484
52:19.8,4484
52:49.8,4483
53:19.8,4482
53:49.8,4482
54:19.8,4483
54:49.8,4483
55:19.8,4483
55:49.8,4483
56:19.8,4484
56:49.8,4483
57:19.8,4483
57:49.8,4483
58:19.8,4483
58:49.8,4483
59:19.8,4483
59:49.8,4483
00:19.8,4483
00:49.8,4483
01:19.8,4483
01:49.8,4483
02:19.8,4483
02:49.8,4483
03:19.8,4483
03:49.8,4483
04:19.9,4483
04:49.8,4483
05:19.8,4482
05:49.8,4482
06:19.8,4482
06:49.9,4483
07:19.8,4480
07:49.8,4482
08:19.8,4479
08:49.8,4480
09:19.8,4477
09:49.9,4480
10:19.8,4482
10:49.8,4483
11:19.8,4482
11:49.8,4482
12:19.8,4482
12:49.9,4483
13:19.8,4483
13:49.9,4482
14:19.8,4483
14:49.9,4482
15:19.8,4483
15:49.9,4482
16:19.8,4482
16:49.9,4483
17:19.8,4482
17:49.9,4482
18:19.8,4483
18:49.9,4483
19:19.8,4483
19:49.9,4482
20:19.8,4483
20:49.8,4483
21:19.9,4482
21:49.8,4482
22:19.9,4482
22:49.8,4482
23:19.9,4482
23:49.8,4482
24:19.9,4482
24:49.8,4481
25:19.9,4480
25:49.8,4481
26:19.9,4483
26:49.8,4482
27:19.9,4482
27:49.8,4481
28:19.9,4482
28:49.8,4482
29:19.9,4482
29:49.8,4481
30:19.9,4481
30:49.8,4481
31:19.9,4481
31:49.9,4481
32:19.9,4480
32:49.9,4481
33:19.9,4482
33:49.9,4482
34:19.9,4482
34:49.9,4482
35:19.9,4482
35:50.0,4482
36:19.9,4481
36:49.9,4481
37:19.9,4480
37:49.9,4481
38:19.9,4481
38:49.9,4481
39:19.9,4481
39:49.9,4480
40:19.9,4480
40:49.9,4481
41:19.9,4481
41:49.9,4481
42:19.9,4482
42:49.9,4481
43:19.9,4481
43:49.9,4481
44:19.9,4480
44:49.9,4481
45:19.9,4480
45:49.9,4481
46:19.9,4480
46:49.9,4481
47:19.9,4481
47:49.9,4480
48:19.9,4481
48:49.9,4481
49:19.9,4480
49:49.9,4481
50:19.9,4480
50:49.9,4482
51:19.9,4482
51:49.9,4481
52:19.9,4481
52:49.9,4480
53:19.9,4480
53:49.9,4478
54:19.9,4481
54:49.9,4478
55:19.9,4479
55:49.9,4477
56:19.9,4480
56:50.0,4481
57:19.9,4482
57:49.9,4482
58:19.9,4482
58:49.9,4481
59:19.9,4481
59:49.9,4481
00:19.9,4481
00:49.9,4481
01:19.9,4481
01:49.9,4481
02:19.9,4480
02:49.9,4481
03:19.9,4481
03:50.0,4481
04:19.9,4480
04:49.9,4481
05:19.9,4481
05:49.9,4481
06:19.9,4480
06:50.1,4480
07:19.9,4479
07:49.9,4480
08:19.9,4481
08:49.9,4480
09:19.9,4481
09:49.9,4480
10:19.9,4480
10:49.9,4480
11:19.9,4482
11:49.9,4481
12:19.9,4481
12:49.9,4481
13:19.9,4481
13:50.0,4480
14:19.9,4480
14:50.0,4480
15:19.9,4480
15:50.0,4480
16:19.9,4480
16:50.0,4480
17:19.9,4480
17:50.0,4480
18:19.9,4480
18:50.0,4480
19:19.9,4480
19:50.0,4481
20:19.9,4480
20:50.0,4479
21:19.9,4479
21:50.0,4479
22:19.9,4479
22:50.0,4479
23:19.9,4479
23:50.0,4479
24:19.9,4478
24:50.0,4478
25:20.0,4478
